대구읍성	NNP
달성토성	NNP
영남제일관	NNP
영영축성비	NNP
대구부수성비	NNP
홍살문	NNP
하마비	NNP
경상감영	NNP
관풍루	NNP
중삼문	NNP
선화당	NNP
측우대	NNP
석인상	NNP
징청각	NNP
객사	NNP
달구벌	NNP
조양회관	NNP
